,jobtitle,company,city,state,country,language,formattedLocation,source,advertiserId,date,snippet,url,onmousedown,jobkey,sponsored,expired,indeedApply,formattedLocationFull,formattedRelativeTime,stations,refNum
606,UI Software Engineer - Asset Attribution Team (Cortex Xpanse),Palo Alto Networks,New York,NY,US,en,"New York, NY",Palo Alto Networks,,"Tue, 04 Oct 2022 05:26:49 GMT","You will collaborate with the rest of the team on architectural direction, managing technical debt, and continuously evolving the team's agile development…",https://www.indeed.com/viewjob?jk=366dfa222be66d04&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cu0si3rs800,"indeed_clk(this,'9112');",366dfa222be66d04,False,False,False,"New York, NY",30+ days ago,,743999855022770
607,Technical Producer,Rockstar Games New York & New England,New York,NY,US,en,"New York, NY",Games Job Board,,"Wed, 14 Sep 2022 01:02:09 GMT","Strong ability to work with various producers, <b>developers</b> and testers across multiple studios and projects. This is a full-time permanent position based out of…",https://www.indeed.com/viewjob?jk=fea683081597311f&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cu0si3rs800,"indeed_clk(this,'9112');",fea683081597311f,False,False,False,"New York, NY",30+ days ago,,technical-producer/211067
608,Senior Programmer/Developer - Java_GO_NODE_Developer,Capgemini,New York,NY,US,en,"New York, NY",Capgemini,,"Wed, 02 Nov 2022 01:30:10 GMT",Senior Programmer/Developer - Java_GO_NODE_Developer-069464. 4+ years of experience in the field of software development Strong Java experience Proficiency in…,https://www.indeed.com/viewjob?jk=2b2c699ee9ef801f&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cu0si3rs800,"indeed_clk(this,'9112');",2b2c699ee9ef801f,False,False,False,"New York, NY 10003",4 days ago,,069464
609,Software Developer III/IV (Java)- 004371,Excellus,Rochester,NY,US,en,"Rochester, NY",Excellus,,"Fri, 28 Oct 2022 21:47:26 GMT","The Software <b>Developer</b> is responsible for utilizing agile development methodologies to analyze, develop, and test system solutions in response to business…",https://www.indeed.com/viewjob?jk=4a4c6cec0497f982&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cu0si3rs800,"indeed_clk(this,'9112');",4a4c6cec0497f982,False,False,False,"Rochester, NY 14604",8 days ago,,86f7a701-3a59-4321-bf00-78631c938298
610,"Software Development Engineer, Amazon DSP Supply",Amazon.com Services LLC,New York,NY,US,en,"New York, NY",Amazon.com,,"Fri, 29 Jul 2022 21:55:54 GMT","1+ years of experience contributing to the system design or architecture (architecture, design patterns, reliability and scaling) of new and current systems.",https://www.indeed.com/viewjob?jk=64530e208ffe08be&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cu0si3rs800,"indeed_clk(this,'9112');",64530e208ffe08be,False,False,False,"New York, NY",30+ days ago,,2175064
611,Software Engineer,M&T Bank,Buffalo,NY,US,en,"Buffalo, NY",M&T Bank,,"Thu, 02 Jan 2020 21:41:56 GMT","You will be part of an agile team where you will design, build, and maintain efficient, reusable, and reliable code; ensuring the best possible performance,…",https://www.indeed.com/viewjob?jk=caa98e3f890eff7c&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cu0si3rs800,"indeed_clk(this,'9112');",caa98e3f890eff7c,False,False,False,"Buffalo, NY",2 years ago,,R12621-1
612,Feature Lead - Technology - GMOT,Bank of America,New York,NY,US,en,"New York, NY",Bank of America,,"Wed, 08 Jun 2022 00:51:05 GMT","Experience in regulatory transaction reporting for CFTC, EMIR, or MiFID II is a plus. Lead and guide a feature team and hold them accountable to procedures and…",https://www.indeed.com/viewjob?jk=dacf3a981d4d2af0&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cu0si3rs800,"indeed_clk(this,'9112');",dacf3a981d4d2af0,False,False,False,"New York, NY",5 months ago,,22052609
613,"Senior Software Engineer, Justice Engineering",Block,New York,NY,US,en,"New York, NY",BLOCK,,"Wed, 02 Nov 2022 13:26:54 GMT","To solve this problem, we expanded into software and built integrated solutions to help sellers sell online, manage inventory, book appointments, engage loyal…",https://www.indeed.com/viewjob?jk=18457ee90abfb5da&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cu0si3rs800,"indeed_clk(this,'9112');",18457ee90abfb5da,False,False,False,"New York, NY",4 days ago,,743999860138901
614,Sr. Frontend Engineer,Adobe,New York,NY,US,en,"New York, NY",Adobe,,"Thu, 22 Sep 2022 09:31:44 GMT","On the frontend, you’ll be using React, Next.js, Apollo Client, Typescript, GraphQL Codegen, Jest, Storybook, Styled Components, and Framer Motion.",https://www.indeed.com/viewjob?jk=411506722f729fcb&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cu0si3rs800,"indeed_clk(this,'9112');",411506722f729fcb,False,False,False,"New York, NY 10012",30+ days ago,,ADOBUSR118409EXTERNALENUS
615,"Data Engineer II, Amazon Software Builder Insights","Amazon Dev Center U.S., Inc.",New York,NY,US,en,"New York, NY",Amazon.com,,"Thu, 08 Sep 2022 07:10:20 GMT","Our team of high caliber software <b>developers</b>, data scientists and engineers, and product managers use rigorous quantitative approaches to ensure that we target…",https://www.indeed.com/viewjob?jk=ce4dad0a272f56ac&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cu0si3rs800,"indeed_clk(this,'9112');",ce4dad0a272f56ac,False,False,False,"New York, NY",30+ days ago,,2228943
616,"Staff Engineer, Backend - The Infatuation","JPMorgan Chase Bank, N.A.",New York,NY,US,en,"New York, NY",JPMorgan Chase,,"Wed, 05 Oct 2022 04:06:48 GMT","The Infatuation is hiring a Staff Engineer for Platform to help drive decisions on authentication, database design and application programming interface (API).",https://www.indeed.com/viewjob?jk=cd5802ccdc10ec47&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cu0si3rs800,"indeed_clk(this,'9112');",cd5802ccdc10ec47,False,False,False,"New York, NY",30+ days ago,,277007788
617,Java Developer - Equities Trading Technology,Bank of America,New York,NY,US,en,"New York, NY",Bank of America,,"Fri, 19 Aug 2022 00:52:39 GMT",We are looking for highly motivated and experienced hands-on <b>developers</b> with proven ability writing clear and maintainable Java code.,https://www.indeed.com/viewjob?jk=544fb03a4ac92787&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cu0si3rs800,"indeed_clk(this,'9112');",544fb03a4ac92787,False,False,False,"New York, NY",30+ days ago,,22077630
618,Integration Engineer I,Ztek Consulting,Purchase,NY,US,en,"Purchase, NY",Ztek Consulting,,"Thu, 27 Oct 2022 10:26:58 GMT","[Purchase, 10577], New York - United States | Posted - 16/09/22. Supports the delivery of integration application solutions by participating in developing…",https://www.indeed.com/viewjob?jk=fe943428df6fdcef&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cu0si3rs800,"indeed_clk(this,'9112');",fe943428df6fdcef,False,False,False,"Purchase, NY 10577",10 days ago,,325ff4fd5d36bfc4a9cd47fc5be2ee48
619,"Senior Software Engineer - Transfers, Cash App",Cash App,New York,NY,US,en,"New York, NY",Cash App,,"Wed, 02 Nov 2022 13:23:01 GMT","We are responsible for allowing customers to move money into and out of Cash App, which means that virtually all Cash App customers use our services.",https://www.indeed.com/viewjob?jk=2d5236782813f3f7&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cu0si3rs800,"indeed_clk(this,'9112');",2d5236782813f3f7,False,False,False,"New York, NY",4 days ago,,743999860593621
620,Python Senior Developer,Sumitomo Mitsui Banking Corporation,New York,NY,US,en,"New York, NY",Sumitomo Mitsui Banking Corporation,,"Thu, 12 May 2022 09:54:20 GMT",Take part as one of the <b>developers</b> to help build / map in middleware/ETL space. The <b>developer</b> will liaise with SME's directly and is responsible for end to end…,https://www.indeed.com/viewjob?jk=a6757127a3a17132&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cu0si3rs800,"indeed_clk(this,'9112');",a6757127a3a17132,False,False,False,"New York, NY 11205",5 months ago,,7ffcc4ae-0ad7-4dee-92db-876b4ee7b6d3-1
621,"iOS Engineer, Mobile Payment Experience",Square,New York,NY,US,en,"New York, NY",Square,,"Wed, 02 Nov 2022 13:25:23 GMT",Mobile Payment Experience builds SDKs for <b>developers</b> that build applications that take payments with Square – either talking to Square hardware with our Reader…,https://www.indeed.com/viewjob?jk=1724e01934b07f51&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cu0si3rs800,"indeed_clk(this,'9112');",1724e01934b07f51,False,False,False,"New York, NY",4 days ago,,743999860356118
622,Distinguished Engineer-Core Modernization (Remote Eligible),Capital One,New York,NY,US,en,"New York, NY",Capital One,,"Tue, 09 Aug 2022 01:39:04 GMT","Deep technical experts and thought leaders that help accelerate adoption of the very best engineering practices, while maintaining knowledge on industry…",https://www.indeed.com/viewjob?jk=9d731781f8d99b39&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cu0si3rs800,"indeed_clk(this,'9112');",9d731781f8d99b39,False,False,False,"New York, NY",30+ days ago,,R151796
623,"Software Development Engineer, Amazon Software Builder Experience: Builder Insights",Amazon.com Services LLC,New York,NY,US,en,"New York, NY",Amazon.com,,"Wed, 31 Aug 2022 21:53:14 GMT","Work in an agile environment to deliver high-quality software. 1+ years of experience contributing to the system design or architecture (architecture, design…",https://www.indeed.com/viewjob?jk=8da6e317dcd3adc1&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cu0si3rs800,"indeed_clk(this,'9112');",8da6e317dcd3adc1,False,False,False,"New York, NY",30+ days ago,,2220160
624,Lead Software Developer,University of Rochester,Rochester,NY,US,en,"Rochester, NY",University of Rochester,,"Wed, 30 Mar 2022 00:04:47 GMT","Full Time 40 hours Grade 055 Institute for Innovative Educ. Under general guidance and with latitude for considerable judgment and initiative, the Lead Software…",https://www.indeed.com/viewjob?jk=07db21c671934fc6&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cu0si3rs800,"indeed_clk(this,'9112');",07db21c671934fc6,False,False,False,"Rochester, NY",7 months ago,,219787
625,Python Software Engineer III - Fixed Income Technology,Bank of America,New York,NY,US,en,"New York, NY",Bank of America,,"Wed, 02 Nov 2022 00:50:49 GMT",The code is written in Python leveraging an internally developed framework that supports an internal IDE for <b>developers</b> and offers various foundational…,https://www.indeed.com/viewjob?jk=663aeeaf5d27021a&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cu9girro800,"indeed_clk(this,'9389');",663aeeaf5d27021a,False,False,False,"New York, NY",4 days ago,,22098449
626,Software Development Engineer I - Supply Chain Optimization Tech,Amazon.com Services LLC,New York,NY,US,en,"New York, NY",Amazon.com,,"Fri, 21 Jan 2022 06:55:13 GMT",Programming experience with at least one software programming language. 1+ years of experience in software development.,https://www.indeed.com/viewjob?jk=a760985f55612d62&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cu9girro800,"indeed_clk(this,'9389');",a760985f55612d62,False,False,False,"New York, NY",9 months ago,,1895475
627,3M DSC Software Development Engineer - REMOTE USA,3M,Albany,NY,US,en,"Albany, NY",3M,,"Thu, 27 Oct 2022 23:11:20 GMT",You will replace repetitive manual tasks with automation to create repeatable and standard processes aimed at improving cycle times and reducing waste.,https://www.indeed.com/viewjob?jk=6d6898331d3f251c&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cu9girro800,"indeed_clk(this,'9389');",6d6898331d3f251c,False,False,False,"Albany, NY 12211",9 days ago,,R01099755
628,.Net Developer,ClickIt,Hauppauge,NY,US,en,"Hauppauge, NY",ClickIt,,"Mon, 22 Apr 2019 15:40:29 GMT","ClickIt is a well-established engineering/information based technology company that develops and manufactures a complete line of advanced, easy to use HVR, DVR,…",https://www.indeed.com/viewjob?jk=aa7261202b953511&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cu9girro800,"indeed_clk(this,'9389');",aa7261202b953511,False,False,False,"Hauppauge, NY",3 years ago,,op3
629,Senior Java developer,M&T Bank,Buffalo,NY,US,en,"Buffalo, NY",M&T Bank,,"Fri, 13 May 2022 21:43:25 GMT","Provides designs, specifies information systems solutions and the highest level technical direction in the development of new or existing applications to solve…",https://www.indeed.com/viewjob?jk=7d40715ba085efc7&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cu9girro800,"indeed_clk(this,'9389');",7d40715ba085efc7,False,False,False,"Buffalo, NY",5 months ago,,R32435-1
630,Bioinfo/Programmer Analyst - PACC,Columbia University Medical Center,New York,NY,US,en,"New York, NY",Columbia University,,"Mon, 31 Oct 2022 07:38:44 GMT","Various population and family-based datasets are available, with associated clinical, radiologic, and biomarker phenotyping.",https://www.indeed.com/viewjob?jk=839a6b8ce21ae892&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cu9girro800,"indeed_clk(this,'9389');",839a6b8ce21ae892,False,False,False,"New York, NY 10032",6 days ago,,bioinfo-programmer-analyst-pacc-new-york-united-states
631,"Software Engineer, Growth - Subscription Conversion",The New York Times,New York,NY,US,en,"New York, NY",The New York Times,,"Tue, 16 Aug 2022 18:47:25 GMT",You will work on the systems that move customers through their purchase journey from NYT's news and standalone applications through to the purchase and…,https://www.indeed.com/viewjob?jk=70190beec72d9280&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cu9girro800,"indeed_clk(this,'9389');",70190beec72d9280,False,False,False,"New York, NY",30+ days ago,,REQ-013173-1
632,"Lead Software Engineer, Full Stack (Remote Eligible)",Capital One,New York,NY,US,en,"New York, NY",Capital One,,"Wed, 28 Sep 2022 01:38:12 GMT","Lead a portfolio of diverse technology projects and a team of <b>developers</b> with deep experience in distributed microservices, and full stack systems to create…",https://www.indeed.com/viewjob?jk=de495958555e0cda&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cu9girro800,"indeed_clk(this,'9389');",de495958555e0cda,False,False,False,"New York, NY",30+ days ago,,R157001
633,"Software Development Engineer, Amazon Cobranded Credit Cards",Amazon.com Services LLC,New York,NY,US,en,"New York, NY",Amazon.com,,"Wed, 08 Jun 2022 07:58:29 GMT",You will lead a team of <b>developers</b> in delivering high-quality software solutions to support a variety of customer use cases and are scalable to handle Amazon…,https://www.indeed.com/viewjob?jk=49907e4324c695b9&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cu9girro800,"indeed_clk(this,'9389');",49907e4324c695b9,False,False,False,"New York, NY",5 months ago,,2093437
634,"Software Engineer, Site Reliability Engineering",Google,New York,NY,US,en,"New York, NY",Google,,"Tue, 24 Aug 2021 20:17:27 GMT","Bachelor's degree in Computer Science, a related technical field involving software or systems engineering, or equivalent practical experience.",https://www.indeed.com/viewjob?jk=e0da840b02c1e8f3&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cu9girro800,"indeed_clk(this,'9389');",e0da840b02c1e8f3,False,False,False,"New York, NY",14 months ago,,114268407286637254
635,"Director, Fill and Assembly Engineer Platforms",The Estée Lauder Companies,Melville,NY,US,en,"Melville, NY",The Estée Lauder Companies,,"Thu, 06 Oct 2022 06:51:08 GMT",Responsible for Lead the maintain and Continuous improvement of the global Fill & Assembly strategy across manufacturing and distribution operations.,https://www.indeed.com/viewjob?jk=dc6be5e2acda813a&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cu9girro800,"indeed_clk(this,'9389');",dc6be5e2acda813a,False,False,False,"Melville, NY 11747",30+ days ago,,2213306-en-us
636,Senior Full Stack Engineer,Sauce Labs Inc.,New York,NY,US,en,"New York, NY",Indeed,52598211.0,"Thu, 03 Nov 2022 22:13:13 GMT","With the combination of Sauce Labs and Backtrace, <b>developers</b> in the gaming, mobile, and web application space can quickly observe and remediate errors in…",https://www.indeed.com/viewjob?jk=e6a7d80a85d68100&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cu9girro800,"indeed_clk(this,'9389');",e6a7d80a85d68100,False,False,False,"New York, NY",2 days ago,,52598211-68-117
637,Java Developer,Lab49,New York,NY,US,en,"New York, NY",Lab49,,"Fri, 08 Apr 2022 19:28:56 GMT","Operating in an Agile environment, the Java <b>Developer</b> will have strong server-side experience to work on next-generation financial systems.",https://www.indeed.com/viewjob?jk=0d243d97f7ef17a8&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cu9girro800,"indeed_clk(this,'9389');",0d243d97f7ef17a8,False,False,False,"New York, NY",7 months ago,,6663019c-dc9c-4c0a-8244-c96ddb59ff38
638,Safety Net Project Coordinator (DUALS) - 15256,Univera Healthcare,Buffalo,NY,US,en,"Buffalo, NY",Univera Healthcare,,"Fri, 01 Jul 2022 21:54:56 GMT","Under the guidance Assigned Management and other Leaders, Program Managers, and/or Project Managers, the SN Project Coordinator is responsible for project…",https://www.indeed.com/viewjob?jk=ecc1cd3b68aba780&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cu9girro800,"indeed_clk(this,'9389');",ecc1cd3b68aba780,False,False,False,"Buffalo, NY 14221",4 months ago,,4246a6b0-ea92-4050-a1a9-3cc23b41062e
639,Contractor Java Tech Lead,Auto TechLabs Inc.,White Plains,NY,US,en,"White Plains, NY",Auto TechLabs Inc.,,"Sat, 02 Apr 2022 02:45:53 GMT","The Technical Lead is responsible for the overall design, implementation and quality of the code the team produces across one or more projects.",https://www.indeed.com/viewjob?jk=957233e0023a5525&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cu9girro800,"indeed_clk(this,'9389');",957233e0023a5525,False,False,False,"White Plains, NY 10604",7 months ago,,c6279cf1-4f38-47ce-9d92-fead2644223e-1
640,DevOps Administrator,New York University,New York,NY,US,en,"New York, NY",New York University,,"Wed, 12 Jan 2022 06:20:54 GMT","The selected candidate will have a bachelor's degree and 2 years of relevant experience in system administration, or as a network administrator, <b>developer</b> or…",https://www.indeed.com/viewjob?jk=671ca18564692c07&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cu9girro800,"indeed_clk(this,'9389');",671ca18564692c07,False,False,False,"New York, NY 10012",9 months ago,,c4ca6a60-2998-43da-9820-ac25a2d89f9c-1
641,"Senior Software Engineer, Back End - (Python Engineer)",Capital One,New York,NY,US,en,"New York, NY",Capital One,,"Thu, 03 Nov 2022 01:39:11 GMT","Collaborate with and across Agile teams to design, develop, test, implement, and support technical solutions in full-stack development tools and technologies.",https://www.indeed.com/viewjob?jk=af53f369d93add67&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cu9girro800,"indeed_clk(this,'9389');",af53f369d93add67,False,False,False,"New York, NY",3 days ago,,R159834
642,Master Content Designer/Inspire Developer (Remote),HealthFirst,New York,NY,US,en,"New York, NY",Healthfirst,,"Fri, 17 Jun 2022 22:49:17 GMT",The Master Content Designer is a subject matter expert in the Healthfirst Customer Communication Management (CCM) correspondence platform and is responsible for…,https://www.indeed.com/viewjob?jk=52e513224c48e9a1&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cu9girro800,"indeed_clk(this,'9389');",52e513224c48e9a1,False,False,False,"New York, NY 10007",4 months ago,,HEALUSR013395EXTERNALENUSHOMEOFFICENEWYORKUNITEDSTATESOFAMERICA99999
643,Javascript Engineer - Financial Tools,"JPMorgan Chase Bank, N.A.",New York,NY,US,en,"New York, NY",JPMorgan Chase,,"Wed, 19 Oct 2022 04:04:45 GMT",Ability to work in agile scrum development environment. The Chase Digital team is responsible for enhancing the desktop/mobile/tablet experiences for our…,https://www.indeed.com/viewjob?jk=4262e0ac3fe52374&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cu9girro800,"indeed_clk(this,'9389');",4262e0ac3fe52374,False,False,False,"New York, NY",18 days ago,,278718482
644,AI Research Scientist - Optimization,"JPMorgan Chase Bank, N.A.",New York,NY,US,en,"New York, NY",JPMorgan Chase,,"Wed, 12 Oct 2022 04:03:54 GMT","Morgan AI Research is to explore and advance cutting-edge research in AI, to develop and discover principles of impact to J.P. Morgan's clients and businesses.",https://www.indeed.com/viewjob?jk=1a97dfea63793809&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cu9girro800,"indeed_clk(this,'9389');",1a97dfea63793809,False,False,False,"New York, NY",25 days ago,,277864167
